"Car","Price","Colour"
"nq13n","2311","34"
"nq13n","2375","71"
"nq13n","2679","6C"
"n2mtn","3244","31"
"nq23n","3343","31"
"npron","4231","62"
"nq23n","4365","71"
"nq23n","4452","6C"
"nq23n","4678","33"
"nq23n","4774","62"
"n432n","5143","34"
"npron","5991","6C"
"nm32n","6732","36"
"nplon","7306","36"
"nt32n","7545","73"
"ns23n","7828","6C"
"nt32n","7968","36"
"n230n","7989","31"
"nq14n","8027","31"
"nq14n","8493","71"
"n432n","8679","62"
"nplon","8755","31"
"nt32n","8929","37"
"ns23n","9091","61"
"nt32n","9178","62"
"n180n","10637","36"
"n18sn","10772","36"
"n18sn","11146","31"
"n180n","11150","31"
"nq15n","11382","34"
"ns14n","12096","36"
"n18nn","12278","31"
"n231n","13696","71"
"nr02n","15050","34"
"nzxsn","16202","73"
"nzx3n","16464","6D"
"nzxvn","16657","36"
"n2ksn","18630","73"
"nzx2n","19343","36"
"n280n","20094","34"
"n2s4n","26951","62"
"nr33n","30020","35"
"nv12n","31069","31"
"nv12n","31237","35"
"nr33n","31914","62"
"n2sgn","32426","31"
"nr34n","33852","73"
"n2sgn","33996","34"
"nv34n","35040","73"
"nv22n","36228","36"
"nv33n","36479","36"
"nv22n","44932","31"
