"Car","Price","Colour"
"nq13n","2534","62"
"n2mtn","3307","71"
"n2mtn","3317","31"
"n2mtn","3549","36"
"nq23n","3783","61"
"npron","3950","62"
"ns13n","4114","36"
"ns13n","4249","6C"
"npron","4784","35"
"nq23n","4833","62"
"ns13n","5118","6D"
"nm32n","5335","6F"
"n432n","5367","73"
"nm32n","6171","34"
"ns23n","6433","71"
"nplon","6781","35"
"ns23n","7153","72"
"n432n","7972","31"
"ns23n","8379","62"
"n180n","8402","62"
"nq14n","8469","62"
"nm32n","8470","37"
"nm32n","8543","31"
"nt32n","8588","36"
"n230n","8713","34"
"nt32n","8908","35"
"nprin","9085","34"
"ns23n","9147","33"
"nprin","9163","31"
"nt32n","10605","31"
"n18sn","11408","34"
"ns14n","12237","70"
"n180n","12294","31"
"n231n","12685","62"
"n180n","12756","36"
"nq15n","13065","62"
"n18nn","13986","34"
"nt33n","14596","36"
"nr02n","14604","73"
"nzxvn","14656","77"
"nzxvn","14953","31"
"nr02n","15339","62"
"nr02n","15356","35"
"nzx3n","15912","36"
"n2ksn","15953","34"
"nr02n","15963","36"
"nzx2n","16383","77"
"nzxsn","16632","62"
"n2ksn","16908","31"
"nzxvn","16917","31"
"nzxsn","17100","6D"
"nzxsn","17189","73"
"n2ksn","17473","62"
"nzxsn","17749","77"
"nzxsn","19321","34"
"nzx2n","19586","34"
"nr32n","20060","73"
"n24zn","20622","31"
"n280n","21868","73"
"n2s4n","23101","71"
"nr32n","23387","35"
"nr32n","28426","31"
"nr33n","30112","73"
"nr33n","30169","35"
"nv12n","30844","6F"
"n2r4n","31821","73"
"nr34n","32741","77"
"nv12n","32839","34"
"nv34n","34022","77"
"nr34n","34955","31"
"nr34n","35667","36"
"nv22n","36139","62"
"nv34n","36466","62"
"nv34n","37027","35"
"nv22n","37102","34"
