"Car","Price","Colour"
"nq13n","2457","34"
"nq13n","2466","65"
"nq13n","2628","36"
"n2mtn","3308","36"
"ns13n","3786","36"
"ns13n","4042","71"
"nq23n","4112","6D"
"nq23n","4220","61"
"ns13n","4414","6C"
"ns13n","4677","6D"
"ns13n","5454","62"
"n432n","5532","73"
"nt32n","6753","73"
"ns23n","7034","71"
"nplon","7786","62"
"nplon","7983","36"
"ns23n","8003","62"
"nt32n","8276","37"
"nq14n","8812","62"
"n432n","8817","31"
"nt32n","8881","6F"
"nt32n","9029","31"
"nprin","9495","35"
"nprin","9537","31"
"nq14n","10266","31"
"nq15n","10927","36"
"ns14n","12339","62"
"nt33n","12560","73"
"n18nn","12583","31"
"n18nn","13342","75"
"ns14n","13797","31"
"nr02n","13855","62"
"ns14n","14154","34"
"nr02n","16149","35"
"n2ksn","16542","34"
"nzx3n","16939","34"
"nzx3n","17372","6D"
"nzxvn","17641","6D"
"nzx3n","17745","36"
"nzxsn","17902","36"
"n24zn","22959","62"
"n2s4n","26304","62"
"nv12n","30578","35"
"n2r4n","32190","62"
"nv33n","32385","77"
"nv12n","32570","34"
"n2r4n","32816","36"
"nv34n","33647","34"
"nv22n","33768","36"
"nv22n","34377","35"
"nv33n","34609","34"
"nr34n","35689","35"
"nv22n","36071","62"
"nv22n","37873","31"
"nv22n","40642","34"
