"Car","Price","Colour"
"t271n","2874","62"
"t271n","3281","34"
"t261n","4293","62"
"t2con","4942","35"
"t2con","4980","62"
"t211n","5265","62"
"tlv1n","5337","62"
"tlv1n","5409","35"
"t211n","5487","37"
"t211n","5966","71"
"tsgtn","6042","71"
"tlvon","6444","62"
"tsgtn","6526","32"
"t2xxn","6617","62"
"t2c4n","6843","65"
"tlv1n","7007","31"
"t285n","7861","31"
"tlvon","8328","31"
"tm2sn","9547","31"
"tlevn","9627","34"
"tspon","10760","6C"
"texvn","10883","71"
"t2crn","11098","65"
"tceln","11685","71"
"tceln","12121","36"
"tsorn","13723","62"
"tmrln","14335","72"
"t2spn","14821","62"
"t2c3n","15726","31"
"tcegn","16002","31"
"tmrln","16219","34"
"tsorn","17116","31"
"t2spn","17801","34"
"t2a1n","17964","34"
"tsoon","18135","6D"
"tmr2n","18183","72"
"tsprn","18547","34"
"tsoon","18998","34"
"tsprn","19884","35"
"tsprn","20120","31"
"tspnn","28953","31"
"t22gn","119286","34"
