"Car","Price","Colour"
"nq13n","2514","71"
"nq13n","2722","6C"
"n2mtn","3323","6E"
"ns13n","3890","71"
"nq23n","4086","33"
"nq23n","4268","68"
"nq23n","4342","35"
"n432n","4886","34"
"npron","5013","35"
"npron","5555","6C"
"n432n","7443","36"
"n432n","7599","35"
"nprin","7716","6C"
"ns23n","7724","36"
"n180n","7985","62"
"nplon","8381","36"
"nq14n","8424","31"
"n230n","8439","34"
"nq14n","8776","62"
"nq15n","11078","34"
"n18nn","11648","31"
"n180n","11794","36"
"nt33n","12420","62"
"ns14n","12498","34"
"ns14n","12891","70"
"ns14n","12906","31"
"n231n","13026","71"
"ns15n","13680","62"
"n231n","14030","71"
"ns14n","14470","36"
"n18nn","14724","34"
"nzxvn","14961","77"
"nt33n","14989","31"
"nzx3n","15315","73"
"nzxvn","17797","36"
"nzxvn","17986","6D"
"nzx2n","18369","34"
"nzx2n","18733","31"
"nzx2n","19372","36"
"nr32n","20765","36"
"n2s4n","22404","34"
"n24zn","23594","63"
"nr33n","28265","31"
"nr32n","28764","34"
"nv12n","30153","6F"
"nv12n","31947","73"
"nr34n","32421","34"
"nv34n","33296","77"
"nv22n","34842","73"
"nv22n","34853","62"
"n2sgn","35612","36"
"nv22n","41206","31"
"nv22n","41342","34"
