"Car","Price","Colour"
"nq13n","2497","34"
"nq13n","2666","62"
"nq23n","3225","31"
"n2mtn","3473","36"
"n2mtn","3492","6E"
"nq13n","3636","6D"
"ns13n","3748","61"
"nq23n","4020","36"
"ns13n","4239","36"
"npron","4243","62"
"nm32n","5671","6F"
"ns13n","5778","62"
"npron","6143","31"
"ns23n","7509","31"
"nprin","7604","62"
"nm32n","7821","37"
"nt32n","8263","37"
"nt32n","8351","35"
"nt32n","8370","6F"
"nq14n","8488","62"
"nt32n","8690","34"
"nprin","8832","6C"
"n432n","8950","35"
"nt32n","8969","6D"
"ns23n","9658","35"
"nprin","9662","34"
"n230n","9749","34"
"n18sn","10010","62"
"nq14n","10140","34"
"nt32n","10173","31"
"n18nn","10845","36"
"n18nn","11431","75"
"ne14n","11704","70"
"n231n","12960","71"
"nt33n","12964","73"
"ne14n","13073","71"
"n231n","14421","71"
"ne14n","14523","34"
"n231n","14582","71"
"nt33n","14638","35"
"ns14n","15090","36"
"n2ksn","15120","76"
"ns15n","15131","6D"
"ne15n","15531","34"
"nzx3n","15624","62"
"nzx3n","15634","6D"
"nr02n","15701","34"
"ne15n","16049","31"
"nzxvn","16239","62"
"nzxsn","16521","62"
"ns15n","16637","36"
"nr02n","16755","35"
"nzxvn","16961","73"
"nzx3n","17698","36"
"nzx2n","18343","31"
"n280n","22422","35"
"nr32n","22713","6F"
"nr32n","23157","35"
"n2s4n","23383","70"
"nv12n","31624","31"
"nn32n","31649","35"
"nv12n","31729","6F"
"nv12n","32168","36"
"nr34n","32458","77"
"nv33n","33396","31"
"n2r4n","33656","35"
"nv22n","39705","34"
