"Car","Price","Colour"
"nq13n","2280","34"
"nq13n","2339","65"
"nq13n","2802","36"
"n2mtn","3109","31"
"nq23n","3670","31"
"ns13n","3692","65"
"nq23n","3810","71"
"nq23n","4127","36"
"npron","4163","62"
"nq23n","4810","35"
"npron","5020","34"
"nm32n","5353","6F"
"n432n","5630","73"
"npron","5828","31"
"nm32n","6246","36"
"ns23n","6330","31"
"nm32n","6342","34"
"n230n","6460","62"
"n432n","7324","36"
"nt32n","7626","35"
"n432n","7633","35"
"nprin","7691","71"
"n180n","7775","62"
"nq14n","8283","62"
"ns23n","8404","68"
"nt32n","8568","6F"
"ns23n","8711","35"
"n432n","8858","6F"
"nt32n","9396","33"
"nm32n","9458","31"
"n180n","10974","35"
"n18nn","12249","62"
"nq15n","12421","31"
"n18nn","12940","75"
"ns14n","13498","71"
"ns14n","13608","31"
"nt33n","14021","36"
"ns15n","14214","34"
"nr02n","14316","36"
"nzx3n","14683","31"
"ns15n","14912","6D"
"nzx3n","14953","31"
"nt33n","15043","34"
"ns15n","15269","31"
"nzxvn","16301","34"
"nzx3n","17347","34"
"n2ksn","17597","36"
"nzxvn","17683","6D"
"nzx2n","18106","77"
"n2ksn","18145","62"
"nzxsn","19991","31"
"n2s4n","25893","6D"
"nr32n","29212","31"
"nr33n","29343","77"
"n2r4n","31875","62"
"nv12n","32567","34"
"nr33n","32743","34"
"nv34n","33070","77"
"n2r4n","33975","36"
"nv33n","34549","77"
"n271n","34653","31"
"nv34n","34786","62"
"nv22n","39826","73"
