"Car","Price","Colour"
"nq13n","2596","6C"
"nq13n","2682","62"
"nq23n","3684","61"
"ns13n","4245","71"
"nq23n","4248","68"
"nq23n","4326","72"
"nm32n","4883","6F"
"ns13n","5101","6D"
"npron","5144","35"
"n432n","5319","34"
"nm32n","6396","36"
"nm32n","6634","34"
"ns23n","7134","36"
"nt32n","7198","73"
"nprin","7207","71"
"nt32n","7371","33"
"n180n","7411","62"
"nplon","7464","62"
"ns23n","7489","72"
"ns23n","8378","62"
"ns23n","8431","6D"
"nm32n","8512","37"
"nt32n","8787","6F"
"nq14n","9409","34"
"nq14n","10140","31"
"nprin","10814","35"
"n18sn","10889","36"
"n18nn","11953","31"
"ns14n","12266","62"
"n231n","12333","71"
"ns14n","12671","31"
"n180n","12733","36"
"n18nn","13412","62"
"nt33n","13987","34"
"n231n","14398","71"
"ns15n","15260","6D"
"nzx2n","17636","62"
"nzx2n","18644","36"
"nzx2n","18814","6D"
"nzxsn","19113","31"
"nr33n","28171","34"
"n2sgn","31002","31"
"nr33n","31260","35"
"nr34n","31323","77"
"nv12n","32514","34"
"nv22n","32942","36"
"nr34n","33685","73"
"nv33n","34255","31"
"n2r4n","35479","31"
"nr34n","35837","62"
"nv34n","36938","31"
