"Car","Price","Colour"
"nq13n","2459","71"
"n2mtn","3212","31"
"nq13n","3442","6D"
"ns13n","3629","65"
"npron","3705","62"
"ns13n","3892","34"
"nq23n","3994","72"
"nq23n","4075","6C"
"nq23n","4468","6D"
"npron","4489","36"
"nm32n","4755","62"
"nm32n","4816","6D"
"npron","4989","35"
"nt32n","6430","73"
"ns23n","6674","71"
"ns23n","6884","31"
"nprin","7144","71"
"nt32n","8109","6F"
"nt32n","8259","37"
"ns23n","8269","62"
"ns23n","8486","68"
"nt32n","8594","6D"
"nq14n","8638","62"
"nt32n","8852","31"
"n18sn","9582","31"
"n230n","9686","34"
"nprin","10096","35"
"nq15n","11375","36"
"n180n","11619","31"
"ns14n","12712","62"
"nq15n","12849","31"
"n18nn","13101","31"
"nt33n","14670","35"
"nt33n","15142","34"
"n2ksn","15866","34"
"nzxvn","15870","36"
"nzx3n","15966","36"
"nzx2n","17549","6D"
"nzx3n","17656","77"
"nzxsn","17752","36"
"nzx2n","18351","34"
"n280n","22477","73"
"n280n","23086","35"
"n2s4n","24475","31"
"nr32n","24523","62"
"nr32n","25460","31"
"nr32n","25687","34"
"nr33n","31685","31"
"nv33n","33175","62"
"n2r4n","33636","34"
"n2r4n","33685","31"
"nv33n","34496","77"
"nv34n","34615","35"
"n2r4n","35234","36"
"nv22n","35512","73"
"nv34n","36327","34"
