"Car","Price","Colour"
"t2con","5083","62"
"tlv1n","5270","62"
"t2con","5606","31"
"t2xxn","5984","62"
"tlv1n","6824","31"
"tm2sn","7189","61"
"t285n","7828","31"
"t2c4n","7851","65"
"ttrnn","8392","6D"
"ttrnn","8454","31"
"t2crn","11390","35"
"t2crn","12428","31"
"t2c3n","15116","71"
"tsorn","15640","71"
"t2c3n","16133","34"
"tmr2n","16311","62"
"tsorn","16390","31"
"t2spn","16532","67"
"tcegn","16833","6B"
"tcegn","17710","34"
"tsoon","18582","6D"
"tsprn","20678","62"
"tsonn","20680","36"
"tspnn","26660","31"
"tspnn","27624","34"
"t22gn","112693","36"
