"Car","Price","Colour"
"t271n","2545","31"
"t271n","3162","35"
"tsgtn","4338","36"
"tsgtn","4489","62"
"t2xxn","5922","62"
"t2con","6027","72"
"tsgtn","6616","32"
"tlvon","6868","62"
"tlvon","6988","31"
"ttr1n","7126","31"
"t285n","7385","31"
"ttrnn","7794","73"
"t2c4n","7849","34"
"tstln","8483","62"
"tstln","9062","31"
"tstln","10012","34"
"tceln","11247","6B"
"tspon","11392","32"
"tceln","13430","31"
"tsorn","13566","62"
"tcegn","14705","31"
"t2c3n","14752","34"
"tcegn","15794","62"
"tcegn","16854","34"
"tsorn","17111","31"
"tmr2n","17547","62"
"tmr2n","18079","68"
"tmr2n","18528","31"
"tsoon","18813","65"
"tmr2n","18856","34"
"tsprn","19161","34"
"tsoon","19355","6D"
"tsprn","19681","62"
"tsoon","19780","34"
"tsprn","19899","71"
"tsonn","20134","34"
"tsoon","20231","31"
