"Car","Price","Colour"
"nq13n","2434","34"
"n2mtn","3250","31"
"nq13n","3353","61"
"n2mtn","3358","6E"
"ns13n","3731","65"
"nq23n","3760","71"
"npron","3824","62"
"nq23n","3999","61"
"ns13n","4048","71"
"npron","4101","36"
"npron","4125","71"
"nq23n","4294","35"
"nq23n","4409","6C"
"nq23n","4599","36"
"nq23n","4759","6D"
"npron","4794","35"
"ns13n","4841","6C"
"nq23n","4899","62"
"ns13n","5327","6D"
"n432n","5356","73"
"npron","5593","6C"
"nplon","7084","35"
"ns23n","7296","31"
"n432n","7488","36"
"ns23n","7593","6C"
"n230n","7844","31"
"nt32n","8048","6D"
"ns23n","8158","61"
"ns23n","8630","68"
"nt32n","9235","62"
"n230n","9649","34"
"n18sn","10140","62"
"nq15n","10748","31"
"n231n","12547","71"
"ns14n","12987","31"
"ns14n","13354","34"
"ns14n","13777","62"
"nt33n","13786","35"
"ns15n","15290","36"
"n2ksn","15375","31"
"nzx3n","15548","34"
"n2ksn","15575","34"
"nzxvn","15858","31"
"ne15n","15940","73"
"n2ksn","17044","62"
"nzxvn","17329","34"
"nr32n","20236","35"
"n2s4n","22336","71"
"n2s4n","24806","31"
"nr33n","28357","31"
"nn32n","30070","35"
"nv12n","30171","35"
"nv12n","30658","6F"
"nv12n","31941","73"
"nv33n","33312","62"
"nv22n","33729","36"
"nv12n","34079","31"
"n2sgn","35823","36"
"nv22n","38787","34"
