"Car","Price","Colour"
"t271n","2946","36"
"t271n","3181","35"
"t261n","3744","6B"
"tsgtn","4063","31"
"t261n","4699","62"
"t2con","4802","65"
"tlv1n","5840","35"
"t211n","5887","71"
"t211n","5912","34"
"tlv1n","5956","62"
"tlv1n","6219","31"
"t285n","6654","62"
"t2c4n","7193","65"
"t2c4n","7598","35"
"tlvon","7964","31"
"ttrnn","7986","34"
"ttrnn","8490","36"
"tstln","9786","36"
"tceln","12075","71"
"tceln","13116","34"
"tmrln","13688","62"
"tcegn","15391","36"
"tmrln","15424","72"
"t2c3n","15622","34"
"t2spn","15910","62"
"tcegn","16343","71"
"tmr2n","17418","72"
"tsprn","18513","31"
"tsprn","19044","62"
"tsoon","19095","62"
"tmr2n","19810","34"
"tsoon","20736","65"
"tsoon","21813","36"
"tsonn","24003","31"
"tspnn","24972","62"
"tsonn","25008","6D"
"tspnn","28722","31"
"t22gn","120297","62"
