"Car","Price","Colour"
"nq13n","2347","34"
"nq13n","2653","36"
"n2mtn","3432","71"
"ns13n","3493","65"
"ns13n","3764","61"
"nq23n","3790","71"
"nq23n","3815","31"
"ns13n","3829","34"
"npron","3854","62"
"nq23n","3925","61"
"npron","3976","71"
"nq23n","4167","36"
"ns13n","4260","71"
"npron","4381","36"
"nm32n","6661","36"
"ns23n","6700","31"
"n230n","7216","62"
"ns23n","7592","36"
"nq14n","7853","31"
"n432n","8105","36"
"nplon","8310","36"
"nt32n","8436","73"
"nplon","8488","31"
"ns23n","8516","68"
"ns23n","8551","33"
"nt32n","9072","31"
"nprin","9329","36"
"n18sn","9696","36"
"nq15n","11114","34"
"n18nn","11608","36"
"n18nn","12160","62"
"nt33n","13072","35"
"n18nn","13644","34"
"nt33n","14143","73"
"nt33n","14332","34"
"nr02n","15129","62"
"ns14n","15231","36"
"nt33n","15401","31"
"nzx3n","15602","34"
"nr02n","15871","34"
"nzxvn","16215","34"
"nzxvn","17006","36"
"nzxvn","17076","31"
"nzxsn","17259","62"
"nzxvn","17428","6D"
"nzx3n","17725","6D"
"nzxvn","17866","73"
"nzx2n","18406","77"
"nzxsn","18587","73"
"nzxsn","18944","34"
"n2ksn","19418","36"
"nr32n","22484","62"
"nr32n","23568","6F"
"n24zn","23885","62"
"nr33n","28314","31"
"nv12n","29787","31"
"nr34n","31419","73"
"n2r4n","32479","73"
"nv12n","32640","73"
"nv22n","33281","36"
"nv34n","33386","77"
"nr34n","33586","35"
"n2r4n","33696","35"
"n2sgn","33811","34"
"n2r4n","34260","62"
"nv33n","34437","35"
"nr34n","34930","31"
"nv33n","34952","62"
"nv34n","35021","34"
"nv22n","35063","62"
"nv22n","35594","73"
"nv33n","35638","36"
"nv22n","36865","34"
