"Car","Price","Colour"
"t271n","2945","36"
"t261n","3535","6B"
"tsgtn","4225","62"
"tsgtn","4404","31"
"t2con","5174","62"
"t211n","5974","71"
"t211n","5997","34"
"ttr1n","6162","35"
"tlvon","6177","62"
"t285n","7618","31"
"tstln","9527","36"
"t2crn","9881","62"
"tspon","10626","6C"
"texvn","10922","62"
"tspon","11352","62"
"t2crn","12276","31"
"tm2vn","12598","6D"
"tceln","12728","36"
"tm2vn","13795","31"
"tmrln","14217","36"
"t2c3n","14930","6B"
"t2c3n","15690","36"
"t2c3n","15820","34"
"tmrln","16152","68"
"t2spn","16674","35"
"tcegn","16879","6B"
"tcegn","17026","71"
"t2a1n","17100","61"
"tmr2n","17910","31"
"tmr2n","18656","68"
"tsonn","22272","36"
"tsprn","22375","36"
"tsonn","22851","31"
"tspnn","26200","35"
"tspnn","26662","31"
"tspnn","26903","34"
"tspnn","29200","36"
"t22gn","110247","79"
