"Car","Price","Colour"
"t261n","3686","6B"
"tsgtn","4059","36"
"tsgtn","4120","31"
"t261n","4566","62"
"tsgtn","4624","62"
"t2con","4799","62"
"tlv1n","4963","62"
"t2con","5132","31"
"t2con","5254","65"
"tlv1n","5424","35"
"ttr1n","5680","62"
"t211n","5852","71"
"t2con","6229","72"
"tsgtn","6389","32"
"tlv1n","6582","31"
"t2c4n","6990","62"
"tm2sn","7556","61"
"ttrnn","7816","73"
"ttrnn","7999","6D"
"t285n","8179","31"
"tstln","8476","62"
"ttrnn","8598","36"
"tm2sn","8906","34"
"tlevn","9714","34"
"tspon","9746","36"
"tstln","9959","36"
"texvn","10732","36"
"tspon","11014","71"
"texvn","11292","71"
"tceln","12149","62"
"tm2vn","12441","6D"
"tmrln","14729","62"
"t2spn","15054","36"
"t2c3n","15259","31"
"tmrln","15286","68"
"tsorn","15630","31"
"tmrln","15686","6D"
"tmrln","16055","34"
"t2spn","16828","31"
"t2a1n","17079","34"
"t2spn","17152","34"
"t2a1n","17533","35"
"tsoon","18145","6D"
"tmr2n","19572","34"
"tsoon","20166","36"
"tsprn","20902","62"
"tsprn","21673","71"
"tsonn","22142","34"
"tsonn","23565","71"
"tspnn","25149","34"
"tspnn","26907","31"
"t22gn","109849","36"
