"Car","Price","Colour"
"nq13n","2448","71"
"nq13n","2461","65"
"nq13n","2475","34"
"nq13n","3375","61"
"n2mtn","3446","36"
"nq13n","3627","6D"
"nq23n","3814","71"
"nq23n","3961","72"
"npron","4092","71"
"ns13n","4784","6C"
"n432n","4897","34"
"ns13n","5127","62"
"n432n","5663","73"
"npron","6045","31"
"nm32n","6175","34"
"ns23n","6480","31"
"ns23n","6671","71"
"nplon","7271","62"
"nt32n","7364","62"
"ns23n","7901","61"
"ns23n","8028","62"
"nt32n","8331","34"
"n432n","8594","62"
"ns23n","9183","6D"
"ns23n","9485","33"
"n18sn","10631","31"
"nt33n","10839","62"
"nt32n","10873","31"
"nprin","11006","35"
"n180n","11975","31"
"n18nn","11978","36"
"n180n","12051","36"
"nq15n","12330","31"
"nt33n","12333","73"
"n18nn","12475","75"
"ne14n","12652","71"
"n231n","13164","71"
"ns14n","13442","71"
"ns15n","14042","34"
"nzxvn","14779","62"
"ne15n","14839","6D"
"ne15n","14842","36"
"n2ksn","15035","34"
"nzxvn","15639","34"
"nr02n","15932","34"
"n2ksn","17255","76"
"nzxsn","17616","77"
"nr32n","20312","35"
"n2s4n","23767","6D"
"n2s4n","24693","31"
"n2r4n","30866","73"
"n2r4n","31369","35"
"nr34n","31451","73"
"nv12n","32105","6F"
"nv34n","33073","77"
"nv12n","33616","34"
"nr34n","33919","62"
"n2r4n","33934","36"
"nr34n","34364","34"
"nv34n","35016","73"
"nv33n","36023","62"
"nv34n","36200","35"
"n2sgn","36668","36"
"nv22n","37225","73"
"nv22n","37292","6F"
