"Car","Price","Colour"
"t261n","3683","6B"
"t2con","5004","35"
"ttr1n","5432","62"
"tlv1n","5482","35"
"tlv1n","5676","62"
"t211n","5692","31"
"t2xxn","5767","34"
"ttr1n","6113","31"
"t2con","6219","72"
"tsgtn","6543","71"
"t285n","6974","34"
"t2c4n","8089","34"
"t2c4n","8098","31"
"ttrnn","8308","34"
"tstln","8710","71"
"tlevn","8773","36"
"tstln","8914","62"
"tspon","9030","6C"
"tstln","9923","34"
"texvn","10674","36"
"tspon","11462","32"
"tm2vn","11972","61"
"tceln","12280","34"
"tm2vn","12767","6D"
"tceln","13573","31"
"tsorn","14791","36"
"tcegn","14850","36"
"t2c3n","14949","6B"
"tsorn","15667","6D"
"tcegn","15858","71"
"t2spn","16485","35"
"tmr2n","17949","62"
"tsoon","18341","65"
"tsprn","19954","35"
"tsoon","20329","36"
"tsprn","22037","36"
"tsonn","24958","31"
"t22gn","122046","62"
