"Car","Price","Colour"
"nq13n","3225","61"
"nq13n","3501","6D"
"npron","3885","71"
"nq23n","3967","71"
"nq23n","4018","36"
"nq23n","4218","6C"
"nq23n","4241","6D"
"npron","4285","36"
"nm32n","4958","62"
"nm32n","6268","34"
"nm32n","6285","36"
"npron","6364","31"
"nt32n","7371","33"
"ns23n","7550","72"
"nplon","7838","62"
"ns23n","7896","36"
"ns23n","8413","62"
"ns23n","8442","33"
"nt32n","8886","35"
"nprin","10296","34"
"n180n","11280","31"
"nq15n","11292","62"
"nq15n","11353","73"
"n18nn","13427","31"
"ns14n","13821","71"
"n231n","13850","71"
"nzxvn","15589","77"
"nzx2n","16176","62"
"nzxvn","16457","34"
"ns15n","16809","73"
"nzx2n","17164","77"
"nzxsn","17214","36"
"nzxvn","17324","34"
"nzx2n","18570","31"
"nzxsn","18940","34"
"n2s4n","24529","31"
"nr32n","24737","34"
"n2r4n","31814","34"
"nv12n","31907","34"
"nv33n","32318","34"
"n2r4n","32404","73"
"nv33n","32607","73"
"nr33n","32784","31"
"nv22n","33303","6F"
"nv33n","33327","31"
"nv33n","33671","62"
"n2r4n","34389","31"
"n271n","37573","34"
"nv22n","39349","73"
