"Car","Price","Colour"
"nq13n","2499","34"
"nq13n","2576","71"
"nq13n","2623","6C"
"n2mtn","3172","71"
"n2mtn","3189","31"
"nq13n","3199","61"
"n2mtn","3288","36"
"n2mtn","3407","6E"
"nq23n","3988","36"
"npron","4310","71"
"nq23n","4326","33"
"nq23n","4728","6D"
"npron","4791","34"
"npron","4884","35"
"npron","5569","6C"
"ns23n","6566","31"
"nm32n","6726","36"
"n230n","7234","31"
"nt32n","7332","62"
"nq14n","7895","31"
"nm32n","7998","37"
"nprin","8302","6C"
"n432n","8469","35"
"n432n","8778","6F"
"nprin","9169","31"
"n18sn","9711","31"
"nq14n","10151","34"
"nq15n","10224","6D"
"n180n","10454","31"
"n18nn","10584","36"
"ns14n","12645","62"
"n231n","12728","71"
"n18nn","13067","31"
"nzxvn","14124","77"
"nt33n","14369","36"
"ns14n","14648","31"
"ns14n","14652","36"
"n2ksn","15219","34"
"nax3n","15792","36"
"ns15n","16519","31"
"nzxsn","16702","77"
"naxvn","17396","36"
"naxsn","18025","77"
"nzx2n","18136","6D"
"nzx2n","18912","31"
"naxsn","19165","6D"
"nzx2n","19218","77"
"nr32n","20386","35"
"nr32n","24319","62"
"n2r4n","32942","34"
"nr34n","36247","62"
"nv22n","43902","31"
