"Car","Price","Colour"
"nq13n","2312","65"
"nq13n","2492","6C"
"n2mtn","3142","31"
"nq23n","4084","71"
"npron","4445","35"
"npron","5321","34"
"npron","5678","31"
"nm32n","5821","73"
"n230n","7165","31"
"nplon","7220","36"
"nprin","7744","71"
"n180n","7862","62"
"nt32n","8039","37"
"ns23n","8100","62"
"nplon","8615","31"
"ns23n","8673","68"
"nq14n","9102","34"
"nm32n","9334","31"
"n180n","10374","31"
"nt32n","10586","31"
"nq15n","11396","36"
"ns14n","12351","70"
"n18nn","12578","36"
"nr02n","13315","73"
"nt33n","13519","31"
"ns14n","14193","36"
"ns15n","15513","34"
"nzxvn","15775","77"
"ns15n","15935","73"
"nzx3n","16448","36"
"nzx3n","16695","36"
"nzxvn","16774","62"
"nzx3n","17008","31"
"nzxvn","17151","34"
"nzxsn","17575","77"
"nzx2n","17680","73"
"nzxvn","17826","6D"
"nzxvn","18004","34"
"nzxsn","18056","34"
"nzxsn","18200","6D"
"nzxsn","18224","34"
"nzx2n","19315","36"
"nzxsn","19599","36"
"nzxsn","20003","31"
"n2s4n","24108","6D"
"nv12n","30156","35"
"nr34n","30906","77"
"nv12n","31384","62"
"n2r4n","33147","34"
"n2r4n","34974","62"
"nv33n","35081","73"
"nr34n","35685","35"
"nv22n","39486","73"
