"Car","Price","Colour"
"nq13n","2322","34"
"nq13n","2767","36"
"n2mtn","3253","31"
"nq23n","3255","31"
"n2mtn","3476","6E"
"n2mtn","3494","36"
"npron","4085","71"
"ns13n","4693","6C"
"nq23n","4847","6D"
"nm32n","5325","62"
"npron","5693","6C"
"n432n","6242","73"
"nm32n","6830","36"
"nt32n","6907","73"
"n230n","7132","62"
"ns23n","7179","36"
"nt32n","7293","33"
"ns23n","7489","6C"
"nt32n","7694","35"
"n432n","8034","36"
"n180n","8061","62"
"nq14n","8366","36"
"n230n","8580","34"
"n432n","9112","35"
"n18sn","10005","62"
"n18sn","10216","31"
"nq15n","10566","34"
"n18nn","10738","36"
"n180n","10759","36"
"n180n","11077","31"
"nt33n","12409","73"
"n18nn","12589","75"
"ns14n","12698","62"
"n231n","12995","71"
"nt33n","14515","36"
"n231n","14885","71"
"nt33n","14971","34"
"nt33n","15212","31"
"nzxvn","15622","34"
"nzx3n","15665","77"
"ns15n","16478","36"
"nzx3n","16961","34"
"n2ksn","18213","36"
"nzx2n","18343","36"
"nzxsn","18380","36"
"nzx2n","19523","77"
"nr32n","23718","73"
"nr32n","23871","62"
"nv12n","31260","36"
"nr33n","31625","73"
"nr33n","32148","34"
"nv34n","32304","77"
"nv33n","33040","77"
"nv33n","33433","34"
"n2r4n","34030","31"
"nv22n","34559","36"
"nv34n","34793","73"
"n2sgn","35478","34"
"nv34n","36498","35"
"nv34n","38006","62"
