"Car","Price","Colour"
"nq13n","2467","65"
"nq13n","2502","6C"
"n2mtn","3228","31"
"n2mtn","3441","71"
"n2mtn","3449","6E"
"nq13n","3515","61"
"nq13n","3551","6D"
"nq23n","3569","31"
"ns13n","3796","65"
"ns13n","3797","61"
"ns13n","4070","36"
"nq23n","4231","62"
"nq23n","4388","6D"
"npron","4646","35"
"nm32n","4971","6F"
"nm32n","5815","73"
"ns23n","6635","71"
"nm32n","6735","36"
"nprin","6858","71"
"ns23n","7150","36"
"nt32n","7389","73"
"nplon","7417","35"
"nt32n","8032","6F"
"ns23n","8320","6D"
"ns23n","8637","35"
"nprin","8691","36"
"nt32n","8783","36"
"ns23n","8830","33"
"nq14n","9020","36"
"nq14n","9171","71"
"nt32n","9529","33"
"nq15n","9860","34"
"n180n","10836","31"
"nq15n","10884","73"
"n18sn","11581","34"
"nt33n","11830","62"
"n2ksn","15468","34"
"nzx3n","16195","36"
"nzxvn","16339","36"
"nzx3n","16419","77"
"ns15n","16722","73"
"n2ksn","17024","76"
"nzxsn","17062","62"
"nzx3n","17248","6D"
"nzxvn","17367","34"
"nzxvn","17482","34"
"nzx2n","18036","62"
"nzxsn","18083","31"
"nzxsn","19422","77"
"nzxsn","19546","34"
"n280n","20287","31"
"nr32n","23860","35"
"nv12n","30758","36"
"nr33n","31202","36"
"n2r4n","31693","35"
"n2r4n","35321","31"
"nv34n","37184","31"
