"Car","Price","Colour"
"nq13n","2438","34"
"nq13n","2497","71"
"n2mtn","3232","31"
"n2mtn","3406","71"
"n2mtn","3452","6E"
"n2mtn","3522","36"
"ns13n","3719","61"
"nq23n","3911","6C"
"nq23n","3968","33"
"nq23n","4026","72"
"ns13n","4192","71"
"nm32n","5126","6D"
"npron","5154","35"
"nm32n","6389","34"
"ns23n","6745","71"
"nt32n","6813","73"
"ns23n","7080","31"
"nplon","7104","35"
"nt32n","7647","36"
"nt32n","7852","62"
"n432n","7964","36"
"n180n","8069","62"
"nt32n","8578","34"
"n432n","8586","31"
"nt32n","8689","37"
"ns23n","8700","61"
"nt32n","8701","35"
"ns23n","9039","6D"
"nprin","9103","31"
"ns23n","9298","35"
"nq14n","9562","70"
"nq15n","10399","6D"
"nt32n","10413","31"
"n18sn","11317","34"
"ne14n","12265","70"
"ns14n","13244","31"
"n231n","14017","71"
"nr02n","14960","35"
"n18nn","15652","34"
"nzxvn","16314","31"
"n2ksn","16319","73"
"nzx2n","18973","34"
"nzxsn","18974","6D"
"nzxsn","19522","34"
"nr32n","20555","73"
"nr32n","22968","6F"
"n24zn","23179","63"
"nr32n","23419","35"
"nn32n","29826","35"
"nv12n","30200","36"
"nv12n","31139","62"
"nv12n","32845","34"
"n2sgn","33126","34"
"nr34n","33324","62"
"n2sgn","33685","36"
"n2r4n","34372","36"
"n2r4n","34548","62"
"nv22n","37162","6F"
"nv22n","37873","73"
"nv22n","39464","34"
