"Car","Price","Colour"
"nq13n","2284","34"
"nq13n","2500","65"
"nq13n","2575","62"
"n2mtn","3380","36"
"nq13n","3575","61"
"nq13n","3631","6D"
"ns13n","3846","36"
"nq23n","4099","6C"
"ns13n","4128","61"
"nq23n","4344","33"
"nq23n","4718","6D"
"n432n","5097","34"
"npron","5207","34"
"nm32n","6040","73"
"npron","6182","6C"
"nt32n","6320","73"
"nplon","7228","62"
"ns23n","7339","72"
"nm32n","7946","37"
"n432n","7985","6F"
"nprin","8041","62"
"ns23n","8085","36"
"n432n","8312","36"
"nplon","8406","31"
"ns23n","8505","6C"
"ns23n","8512","61"
"nt32n","8720","6D"
"ns23n","9224","33"
"n180n","10220","31"
"n18sn","11316","62"
"ns14n","13008","31"
"ns14n","13068","36"
"n231n","13415","34"
"ns14n","13730","34"
"ns15n","15475","31"
"nr02n","15528","73"
"ns15n","15800","73"
"nzx3n","16306","62"
"n2ksn","16956","76"
"nzxsn","17331","62"
"nzxsn","17449","6D"
"nzx3n","17561","6D"
"nzx3n","17597","77"
"nzx3n","17895","34"
"n2ksn","18130","73"
"nzxsn","18270","36"
"nr32n","19838","73"
"n280n","20269","35"
"nr32n","22509","36"
"n2s4n","23938","70"
"n2s4n","25986","6D"
"nr33n","28034","34"
"n2r4n","31119","34"
"nv12n","31636","62"
"nv12n","32078","34"
"nv22n","33487","6F"
"nr34n","34016","73"
"nr34n","35352","36"
