"Car","Price","Colour"
"n2mtn","3213","31"
"nq13n","3249","61"
"n2mtn","3407","71"
"n2mtn","3530","36"
"ns13n","3885","34"
"npron","4048","62"
"nq23n","4082","6C"
"ns13n","4110","71"
"nq23n","4290","71"
"nm32n","4712","6F"
"ns13n","5599","62"
"nm32n","6700","36"
"nt32n","7457","6D"
"nplon","7720","62"
"nt32n","8060","73"
"n432n","8195","62"
"ns23n","8255","35"
"ns23n","8323","62"
"nq14n","8399","36"
"nprin","8413","36"
"ns23n","8684","68"
"nq14n","8721","34"
"nq14n","8842","70"
"n432n","8894","6F"
"nm32n","9129","31"
"nq15n","10114","34"
"n18sn","11580","31"
"nt33n","12280","73"
"ns14n","12661","70"
"n231n","12846","71"
"ns14n","12979","36"
"nt33n","13106","35"
"n18nn","13352","31"
"ns15n","13772","31"
"nt33n","14278","34"
"n2ksn","15668","76"
"nzxvn","15931","73"
"nzx3n","16354","73"
"nzxvn","16692","77"
"nzx2n","17926","62"
"nzxvn","18138","34"
"nzx2n","18592","36"
"nr32n","22475","73"
"nr32n","23762","34"
"nr32n","28558","31"
"nr33n","28879","31"
"nn32n","29053","35"
"nr33n","30466","34"
"nr33n","30893","36"
"n2r4n","31693","34"
"nv12n","31900","6F"
"nv12n","31918","31"
"nv33n","32141","73"
"nv12n","33036","34"
"nv34n","33078","73"
"nv33n","33458","62"
"nv33n","35014","31"
"n271n","35164","62"
"n2r4n","35296","36"
