"Car","Price","Colour"
"tsgtn","4035","31"
"tsgtn","4303","62"
"t2con","5700","31"
"t211n","5768","71"
"tlv1n","5921","35"
"tsgtn","6019","32"
"tsgtn","6279","71"
"t2c4n","7519","65"
"tlvon","7599","31"
"tstln","8839","71"
"tm2sn","8905","31"
"tspon","10029","36"
"tceln","10974","62"
"tspon","11467","31"
"tspon","11583","32"
"t2crn","12994","31"
"tceln","13105","34"
"tmrln","15160","6D"
"tcegn","15251","36"
"tmrln","15583","31"
"t2c3n","15615","62"
"tcegn","16014","31"
"tcegn","16090","62"
"t2c3n","16100","71"
"tmr2n","16237","62"
"t2spn","16782","35"
"tsprn","21035","36"
"tsonn","21960","36"
"tspnn","25949","71"
"tspnn","26178","6D"
