"Car","Price","Colour"
"nq13n","2388","71"
"nq13n","2698","6C"
"nq13n","2768","36"
"n2mtn","3457","6E"
"nq23n","3806","36"
"ns13n","3809","36"
"ns13n","4041","61"
"ns13n","4052","71"
"nq23n","4477","68"
"ns13n","4537","6C"
"nq23n","4849","62"
"nm32n","5653","62"
"nm32n","5676","73"
"n432n","7473","36"
"n230n","7564","31"
"n180n","7571","62"
"ns23n","7576","31"
"ns23n","7808","68"
"nt32n","7869","73"
"nprin","8372","36"
"nt32n","8564","37"
"nm32n","8626","31"
"ns23n","9418","6D"
"nprin","9530","31"
"nq14n","9541","36"
"n180n","9674","35"
"nq14n","9761","70"
"nq14n","10216","31"
"nt32n","10772","31"
"n18sn","10843","34"
"n18sn","10943","75"
"n18nn","11911","75"
"n18nn","12285","36"
"n231n","12444","71"
"nzxvn","13889","62"
"ns14n","13998","71"
"nt33n","14486","35"
"ns14n","14564","34"
"nt33n","15010","34"
"nzxvn","16581","34"
"nzxsn","16986","77"
"nzx3n","17499","73"
"n280n","20604","34"
"n2s4n","21636","34"
"n2s4n","23849","70"
"nr33n","29472","31"
"nv12n","30141","36"
"nv12n","30371","35"
"nr33n","30533","62"
"nn32n","31269","35"
"nv12n","31323","73"
"n2r4n","31618","34"
"nv33n","33292","34"
"nv34n","33836","77"
"nv33n","34769","35"
"nr34n","36089","36"
