"Car","Price","Colour"
"_naxvn","14175","77"
"_naxvn","14332","77"
"_nax3n","14475","62"
"_nax3n","15371","73"
"_naxvn","15916","62"
"_naxsn","16208","6D"
"_naxvn","16645","6D"
"_naxvn","16877","34"
"_naxsn","17005","73"
"_naxsn","17461","36"
"_naxvn","17841","36"
"_naxsn","18974","6D"
"_naxsn","19103","36"
"_naxsn","19581","34"
"nzxvn","14175","77"
"nzxvn","14332","77"
"nzx3n","14475","62"
"nzx3n","15371","73"
"nzxvn","15916","62"
"nzxsn","16208","6D"
"nzxvn","16645","6D"
"nzxvn","16877","34"
"nzxsn","17005","73"
"nzxsn","17461","36"
"nzxvn","17841","36"
"nzxsn","18974","6D"
"nzxsn","19103","36"
"nzxsn","19581","34"
