"Car","Price","Colour"
"nq13n","2439","65"
"nq13n","2460","34"
"nq23n","3200","31"
"nq13n","3238","61"
"n2mtn","3243","71"
"n2mtn","3346","6E"
"nq23n","3886","36"
"ns13n","4186","36"
"nq23n","4491","62"
"n230n","7010","62"
"nprin","7422","62"
"n432n","7539","36"
"ns23n","7547","72"
"nt32n","7588","33"
"n230n","7673","31"
"nprin","7863","6C"
"ns23n","8036","62"
"ns23n","8201","35"
"nplon","8668","31"
"nm32n","9034","31"
"ns23n","9417","6D"
"nt32n","9436","36"
"n18nn","11397","31"
"nq15n","13565","62"
"nt33n","14274","73"
"nt33n","14601","36"
"nr02n","15066","36"
"nzx3n","15259","77"
"nzx3n","15744","6D"
"ns15n","16500","36"
"nzxsn","16901","34"
"nzx3n","17140","31"
"nzxsn","17849","34"
"nr32n","20256","36"
"nr32n","23138","73"
"nv12n","29994","6F"
"nr33n","30980","36"
"n2r4n","31980","34"
"nv12n","32819","34"
"nv22n","33879","35"
"nv33n","34174","62"
"nv22n","34293","36"
"nr34n","35234","31"
"nv34n","36352","31"
