"Car","Price","Colour"
"nq13n","2660","6C"
"n2mtn","3364","6E"
"nq23n","3682","31"
"nq23n","3827","72"
"ns13n","3873","61"
"nq23n","4015","36"
"nq23n","4080","62"
"ns13n","4202","71"
"nq23n","4450","68"
"nq23n","4465","33"
"nq23n","4788","35"
"nq23n","4869","6D"
"nm32n","5108","73"
"nm32n","5236","6D"
"n432n","5270","34"
"nm32n","5483","62"
"n432n","5788","73"
"nm32n","6145","36"
"nt32n","6930","73"
"nq14n","8025","36"
"ns23n","8291","6C"
"ns23n","8317","35"
"n432n","8401","36"
"nt32n","8472","6D"
"nm32n","8524","37"
"ns23n","9207","61"
"nt32n","9582","36"
"nprin","10088","35"
"n180n","10538","35"
"n180n","11054","36"
"nq15n","11112","31"
"n180n","11559","31"
"n231n","12085","71"
"ns14n","12523","70"
"n18nn","12570","36"
"nq15n","12763","62"
"ns14n","12923","31"
"nt33n","13369","31"
"n18nn","14405","34"
"naxvn","14684","62"
"nr02n","15211","35"
"ns15n","15648","34"
"nax3n","15765","77"
"naxvn","15989","73"
"nr02n","16095","36"
"nzx3n","16160","73"
"nzxvn","16451","31"
"n2ksn","17209","31"
"n2ksn","17296","36"
"naxsn","17372","6D"
"naxsn","17503","62"
"naxvn","17675","34"
"n2ksn","17993","73"
"nzxsn","18134","6D"
"naxsn","19096","34"
"nzxsn","19311","34"
"nr32n","21591","36"
"nr32n","25275","31"
"nr33n","30331","62"
"nv12n","31046","36"
"nv12n","31128","73"
"nr34n","31777","77"
"nv12n","31950","34"
"nv33n","34805","35"
"nr34n","35638","62"
"nv22n","36198","6F"
