"Car","Price","Colour"
"t271n","2821","62"
"t2con","4433","34"
"t261n","4536","62"
"t2con","4886","35"
"tsgtn","5255","35"
"ttr1n","5299","62"
"t211n","5479","37"
"ttr1n","5603","35"
"tsgtn","6417","71"
"tsgtn","6467","32"
"tlvon","6656","62"
"ttron","7193","62"
"t2c4n","7621","35"
"tlevn","7718","6D"
"ttron","7838","31"
"tstln","8818","71"
"tspon","9806","36"
"tm2vn","10895","34"
"tspon","11394","62"
"tspon","11770","71"
"tceln","12015","62"
"tceln","13237","31"
"t2spn","14038","62"
"tmrln","15219","31"
"tcegn","15474","36"
"tsorn","15532","36"
"t2spn","16083","72"
"t2spn","16813","67"
"t2a1n","17046","61"
"tsprn","18129","31"
"tsprn","18556","34"
"tsonn","25128","31"
"tsonn","25778","62"
"tspnn","26269","34"
"t22gn","120619","34"
"t22gn","123251","31"
