"Car","Price","Colour"
"nq13n","2572","6C"
"nq13n","2594","36"
"nq13n","3358","6D"
"n2mtn","3444","6E"
"nq23n","3943","71"
"ns13n","4232","36"
"n432n","5836","73"
"ns23n","6292","71"
"nprin","6806","71"
"n230n","7137","31"
"nprin","8030","62"
"ns23n","8272","61"
"n180n","8470","62"
"nt32n","8774","6D"
"nt32n","8785","62"
"nt32n","8820","37"
"nq14n","9776","70"
"n18nn","10644","36"
"nq15n","10880","36"
"n180n","11715","36"
"nt33n","13194","34"
"n18nn","13730","62"
"ns14n","14038","34"
"ns14n","14070","36"
"nt33n","14621","35"
"nr02n","15996","62"
"nzxsn","16432","62"
"nzxvn","16485","36"
"nzxvn","16553","34"
"nzxvn","16709","73"
"nzxvn","16729","36"
"nzxsn","17654","6D"
"nzx2n","18054","6D"
"nzxsn","18435","31"
"nzx2n","19269","62"
"n280n","21487","73"
"nr32n","22560","73"
"nr32n","22584","36"
"n280n","22930","31"
"n2s4n","24464","70"
"nn32n","28106","35"
"nv12n","29909","35"
"nr33n","30680","77"
"nr33n","31134","36"
"nr33n","31685","34"
"nr34n","31736","77"
"nv12n","31786","62"
"nv12n","32872","34"
"nv22n","33927","35"
"nr34n","35359","36"
"nv22n","37511","34"
"nv22n","38540","31"
