"Car","Price","Colour"
"nq13n","2340","34"
"nq13n","2406","65"
"n2mtn","3309","36"
"nq23n","3404","31"
"nq23n","3663","61"
"npron","4054","71"
"ns13n","4182","71"
"nq23n","4325","72"
"nq23n","4529","33"
"nm32n","4860","6F"
"nm32n","5405","73"
"npron","6058","31"
"ns23n","6223","71"
"nm32n","6320","34"
"ns23n","7126","36"
"nm32n","7794","37"
"nt32n","7972","34"
"nt32n","7992","6F"
"ns23n","8001","62"
"nprin","8007","6C"
"ns23n","8174","6C"
"nm32n","8508","31"
"n432n","8544","35"
"ns23n","9045","6D"
"nprin","9239","31"
"ns23n","9305","33"
"n18sn","9874","34"
"ns14n","11637","70"
"nq15n","12002","31"
"n18nn","12070","75"
"nq15n","12247","62"
"nt33n","12864","34"
"ns14n","12938","34"
"ns14n","13071","36"
"n18nn","13692","31"
"n231n","13790","71"
"nt33n","14439","35"
"ns15n","14626","36"
"n231n","15008","71"
"ns15n","15348","31"
"nzxvn","17071","73"
"nzxsn","17240","34"
"nzxsn","17657","36"
"nzxsn","17939","73"
"nzx2n","18140","34"
"n2ksn","18976","73"
"n2s4n","21169","34"
"n2s4n","22496","70"
"nr32n","23064","73"
"nr32n","23817","31"
"n2s4n","23967","6D"
"nr33n","31202","73"
"nr34n","31354","77"
"n2r4n","32062","62"
"nr33n","32265","31"
"nr34n","33737","34"
"nv34n","34590","62"
"n2r4n","34603","36"
"nv22n","34744","35"
"nr34n","36358","31"
"nr34n","37317","36"
"nv22n","37411","6F"
"nv34n","37423","36"
"nv34n","38053","31"
