"Car","Price","Colour"
"n2mtn","3210","31"
"nq13n","3241","61"
"n2mtn","3408","36"
"ns13n","3621","34"
"npron","3763","62"
"ns13n","3862","36"
"nq23n","4163","72"
"nq23n","4321","36"
"nq23n","4577","68"
"nm32n","5010","6F"
"nm32n","5497","62"
"npron","5935","6C"
"nm32n","6044","73"
"nm32n","6576","36"
"n180n","7400","62"
"nt32n","7719","62"
"ns23n","8421","33"
"nm32n","8443","37"
"n432n","8684","36"
"n18sn","9714","75"
"n18sn","9838","31"
"nq15n","10108","34"
"nprin","10130","35"
"n180n","10425","35"
"n180n","11028","36"
"n18sn","11148","36"
"nt33n","12759","62"
"n18nn","13164","31"
"nt33n","13855","73"
"nzxvn","14814","62"
"nt33n","14879","34"
"nr02n","15172","35"
"nzx3n","15672","36"
"nzxvn","16473","77"
"nzx3n","16796","36"
"nzx3n","17124","34"
"nzxvn","17169","73"
"nzx3n","17344","6D"
"nzx3n","17436","73"
"nzxsn","17899","36"
"nzxsn","17957","31"
"n2ksn","18183","76"
"nr32n","22920","6F"
"n2s4n","23655","62"
"nr32n","23804","35"
"n24zn","24324","63"
"nv33n","31501","73"
"nr33n","31590","31"
"nr34n","32065","73"
"n271n","33673","62"
"nv12n","33744","34"
"n2r4n","35045","36"
"nv34n","36915","36"
