"Car","Price","Colour"
"nq13n","2749","36"
"n2mtn","3051","31"
"nq13n","3442","6D"
"ns13n","3480","65"
"n2mtn","3535","36"
"npron","3833","62"
"ns13n","4041","71"
"nq23n","4656","33"
"nm32n","4710","6F"
"ns13n","4780","6C"
"nq23n","4856","6D"
"ns13n","4875","6D"
"nm32n","5048","73"
"nm32n","6092","34"
"ns23n","6469","31"
"nplon","7134","62"
"n180n","7693","62"
"ns23n","8114","68"
"nt32n","8175","33"
"n432n","8293","6F"
"nt32n","8334","6F"
"nm32n","8412","31"
"nprin","8772","31"
"nq14n","8816","62"
"ns23n","8865","33"
"nq14n","8943","36"
"ns23n","9128","6D"
"n18sn","10004","31"
"n18sn","10426","62"
"nprin","10437","35"
"nq15n","10814","36"
"n18nn","12464","62"
"nt33n","12890","62"
"n18nn","12993","75"
"ns14n","13080","31"
"n18nn","13178","31"
"ns14n","13232","34"
"ns14n","14356","71"
"nzx3n","14421","62"
"ns15n","14506","34"
"n18nn","14807","34"
"nzxvn","15139","77"
"nr02n","15230","34"
"nzxvn","15449","62"
"nzx3n","15477","34"
"ns15n","15679","6D"
"nzxvn","15968","6D"
"n2ksn","16985","76"
"n2ksn","17119","62"
"nzx2n","18737","31"
"nzxsn","18982","77"
"n2ksn","19262","36"
"nzx2n","19720","36"
"nr32n","20195","73"
"n280n","20594","62"
"nr32n","21300","36"
"n2s4n","22716","70"
"nr32n","26523","34"
"nn32n","29717","35"
"n2r4n","30243","77"
"nv12n","30270","62"
"n2r4n","32653","35"
"nv34n","32843","77"
"nv33n","33676","36"
"nv33n","34159","34"
"nr34n","34392","35"
"nv33n","35265","31"
"n2r4n","35441","31"
"nv34n","37434","31"
"nv22n","40863","31"
