"Car","Price","Colour"
"nq13n","2352","65"
"n2mtn","3339","36"
"n2mtn","3382","71"
"nq23n","4049","72"
"ns13n","4056","61"
"ns13n","4282","6C"
"npron","5018","35"
"npron","5552","6C"
"ns13n","5703","62"
"npron","5819","31"
"nm32n","6531","34"
"ns23n","6547","31"
"nt32n","7262","34"
"ns23n","7291","36"
"nt32n","7609","6D"
"nplon","7717","36"
"n432n","7847","31"
"nm32n","8047","37"
"nprin","8110","62"
"nt32n","8418","73"
"ns23n","8456","6C"
"n180n","8549","62"
"nprin","8640","31"
"nt32n","8932","35"
"nt32n","8983","6F"
"n432n","9207","62"
"nq14n","9421","31"
"nq15n","9692","6D"
"nprin","10402","35"
"nq15n","10632","36"
"n18sn","11409","62"
"n180n","12124","31"
"nt33n","12202","62"
"n18nn","12451","31"
"n18nn","12645","75"
"nq15n","12865","62"
"nt33n","12930","36"
"ns14n","13186","34"
"nr02n","14397","35"
"nzxvn","14586","77"
"nzx3n","15147","31"
"nr02n","15594","62"
"n18nn","15634","34"
"n2ksn","16312","31"
"nzxsn","16815","73"
"nzx2n","17036","62"
"nzxsn","17339","77"
"nzxsn","18305","36"
"nzx2n","18641","31"
"n2ksn","19372","73"
"nzxsn","20307","31"
"nr32n","21434","36"
"n2s4n","24901","31"
"nn32n","28629","35"
"nv12n","30153","6F"
"n2r4n","30506","77"
"n2sgn","31815","31"
"n2r4n","31934","34"
"nr34n","32134","73"
"nv12n","32182","62"
"nv12n","32196","31"
"nv33n","33810","36"
"nv33n","35286","31"
"nv33n","35528","34"
"nv34n","36742","62"
"nv22n","41902","31"
