"Car","Price","Colour"
"nq13n","2714","62"
"n2mtn","3498","6E"
"nq13n","3551","61"
"nq23n","3552","31"
"npron","4080","71"
"npron","4248","62"
"npron","4858","35"
"n432n","4891","34"
"ns13n","5258","6D"
"nm32n","6148","73"
"ns23n","6557","71"
"nplon","7142","62"
"n230n","7251","62"
"nt32n","7532","73"
"ns23n","7638","31"
"ns23n","7984","33"
"n432n","8278","62"
"nq14n","8320","62"
"nm32n","8376","37"
"nt32n","8532","35"
"nt32n","8575","37"
"nq14n","9337","34"
"nt32n","10662","31"
"n180n","10785","36"
"ne14n","11661","70"
"n18nn","11972","75"
"ns14n","12101","70"
"nt33n","12829","36"
"nt33n","13257","31"
"n231n","13396","71"
"n231n","14252","71"
"ns15n","14390","62"
"ne15n","14534","31"
"nr02n","14571","35"
"nr02n","15664","73"
"nzxvn","15671","34"
"ns15n","15714","6D"
"nzx3n","16351","31"
"nzx3n","16920","73"
"n2ksn","17547","36"
"nzx3n","18098","36"
"nzx2n","18414","6D"
"n2ksn","18554","73"
"n2s4n","21722","71"
"nr32n","22375","6F"
"n2s4n","22435","34"
"nr32n","23490","31"
"nr32n","24545","34"
"n2s4n","25212","31"
"n2s4n","25338","6D"
"nn32n","29047","35"
"nv12n","30097","36"
"nv12n","30377","62"
"n2r4n","31402","73"
"nv12n","33785","31"
"nv34n","34175","77"
"nv22n","34657","6F"
"nr34n","34831","35"
"nv33n","34971","36"
"nv34n","35460","34"
"nv33n","35514","34"
"nv34n","37531","31"
"nv34n","38273","36"
