"Car","Price","Colour"
"t2con","4405","34"
"ttr1n","5029","62"
"tsgtn","5339","35"
"tlv1n","5452","62"
"t2con","5578","31"
"t211n","6106","34"
"ttr1n","6215","31"
"tlv1n","6227","31"
"ttron","6419","62"
"t2c4n","6797","65"
"tlvon","6820","62"
"t285n","7413","31"
"ttrnn","7918","6D"
"tstln","8300","62"
"tstln","9609","36"
"tstln","10137","34"
"t2crn","10945","62"
"tm2vn","11155","34"
"tceln","11920","71"
"tm2vn","12663","31"
"tceln","12892","36"
"tceln","13049","31"
"tmrln","15373","6D"
"tcegn","15387","36"
"t2spn","16062","62"
"t2spn","16114","72"
"t2a1n","17670","34"
"tmr2n","17763","72"
"tcegn","17962","34"
"tmr2n","19048","34"
"tsoon","19502","34"
"tsoon","19932","31"
"tsonn","23646","31"
"tspnn","25309","34"
"tspnn","25340","62"
