"Car","Price","Colour"
"nq13n","2387","34"
"nq13n","2580","71"
"n2mtn","3243","71"
"ns13n","3714","65"
"ns13n","4068","61"
"nq23n","4117","36"
"nq23n","4181","71"
"ns13n","4234","36"
"nq23n","4305","6C"
"nm32n","5243","6D"
"ns13n","5393","6D"
"n432n","5592","34"
"nm32n","5706","73"
"nm32n","6748","36"
"nt32n","6886","62"
"ns23n","7028","71"
"ns23n","7469","31"
"n230n","7606","31"
"nprin","8303","36"
"ns23n","8398","61"
"ns23n","8625","35"
"nq14n","8814","36"
"nq14n","8901","62"
"nt32n","9062","36"
"nt32n","9858","31"
"nprin","9943","34"
"nq15n","10387","6D"
"nq15n","11015","73"
"n180n","11602","36"
"nt33n","12245","73"
"ns14n","12527","70"
"n231n","12967","71"
"ns14n","13483","36"
"nt33n","13607","31"
"ns14n","13784","31"
"n18nn","13968","75"
"nt33n","14066","34"
"ns15n","14079","62"
"ns14n","14395","71"
"nr02n","14660","62"
"nr02n","14757","34"
"n2ksn","15383","76"
"n2ksn","16600","62"
"n2ksn","16956","34"
"n280n","19476","73"
"nzxsn","19734","34"
"nr32n","25121","34"
"n2s4n","25356","6D"
"nr33n","30565","62"
"nv33n","33910","31"
"nr34n","35544","34"
"nr34n","36160","62"
"nv34n","38594","36"
"nv22n","39043","31"
