"Car","Price","Colour"
"nq13n","2473","6C"
"nq13n","2490","34"
"n2mtn","3272","36"
"n2mtn","3299","71"
"n2mtn","3329","6E"
"nq13n","3336","61"
"ns13n","3606","34"
"ns13n","3908","71"
"ns13n","3917","61"
"npron","4228","62"
"nq23n","4315","6D"
"nq23n","4320","61"
"nq23n","4336","71"
"nq23n","4381","68"
"nq23n","4644","33"
"ns13n","4666","6D"
"nm32n","4712","6D"
"nq23n","4779","62"
"nq23n","4868","35"
"n432n","4917","34"
"npron","5471","34"
"nm32n","5596","6F"
"ns23n","6343","71"
"nm32n","6884","36"
"nt32n","7002","73"
"ns23n","7138","72"
"ns23n","7283","31"
"nt32n","7332","62"
"n432n","7704","35"
"ns23n","7827","36"
"n180n","8111","62"
"ns23n","8419","61"
"nprin","8683","6C"
"nq14n","8708","34"
"nq14n","9414","70"
"nq14n","9504","36"
"n180n","9548","35"
"n230n","9709","34"
"nq15n","9908","6D"
"n18sn","10266","34"
"n18sn","10870","36"
"n18nn","11223","36"
"n18sn","11507","62"
"nt33n","12253","36"
"nq15n","12370","31"
"n18nn","13149","31"
"nt33n","13873","31"
"nzxvn","14564","62"
"nt33n","14731","35"
"n2ksn","15308","62"
"n2ksn","16389","36"
"nzx3n","16555","73"
"nzxvn","16973","73"
"n2ksn","17291","31"
"nzx3n","17863","36"
"nzxvn","17875","6D"
"nzx2n","18280","77"
"nzxsn","18524","62"
"nzxsn","19503","6D"
"nr32n","22362","6F"
"nn32n","29088","35"
"nv12n","29529","6F"
"nr33n","30559","73"
"nv12n","30925","36"
"nv12n","31456","31"
"nv34n","32993","77"
"n2r4n","33972","62"
"nv33n","34265","73"
"n2sgn","34643","34"
"nv22n","36603","36"
"nv34n","36669","36"
