"Car","Price","Colour"
"nq13n","2655","6C"
"n2mtn","3272","36"
"nq13n","3524","6D"
"nq23n","3670","31"
"nq23n","4071","36"
"npron","4420","35"
"nq23n","4564","62"
"npron","5416","6C"
"nprin","7724","71"
"ns23n","7781","6C"
"ns23n","8068","36"
"ns23n","8184","35"
"nprin","8268","62"
"nt32n","8732","6F"
"n18sn","9591","31"
"nprin","9816","35"
"nq15n","11349","73"
"n18nn","11864","36"
"ns14n","12698","36"
"n231n","12807","71"
"nt33n","13285","36"
"n18nn","13636","34"
"ns14n","13656","62"
"ns14n","14360","71"
"n2ksn","15446","76"
"nzxvn","15652","34"
"nr02n","15849","36"
"nzxvn","15986","62"
"ns15n","16084","6D"
"nzx3n","17260","34"
"nzx3n","17337","36"
"nzxvn","17579","6D"
"n2ksn","17742","31"
"nzxsn","18890","73"
"nzx2n","19332","34"
"n280n","20296","36"
"n2s4n","21470","71"
"nr32n","27223","34"
"nr32n","29656","31"
"nn32n","29791","35"
"nr33n","30014","35"
"n2r4n","31309","34"
"nr33n","31765","62"
"nr34n","32603","73"
"n2r4n","34188","35"
"nv33n","34450","77"
"nv34n","34818","62"
"nv33n","35871","36"
"nv22n","38073","6F"
"nv22n","40401","34"
