"Car","Price","Colour"
"nq13n","2418","34"
"nq13n","2597","6C"
"nq13n","3238","61"
"n2mtn","3303","31"
"nq13n","3329","6D"
"n2mtn","3353","71"
"nq23n","3756","72"
"ns13n","3836","36"
"npron","4140","36"
"nq23n","4251","6C"
"nq23n","4612","36"
"nm32n","5189","6F"
"npron","6173","6C"
"ns23n","6750","71"
"nm32n","6876","36"
"nprin","7549","71"
"nprin","7760","62"
"n432n","8089","36"
"n432n","8467","35"
"nq14n","8510","62"
"ns23n","8569","68"
"n432n","8658","31"
"nt32n","10145","31"
"nq15n","10490","73"
"n18sn","10639","75"
"n180n","10960","36"
"nt33n","11629","62"
"ns14n","12700","31"
"nt33n","12858","73"
"n231n","13609","71"
"n231n","13872","71"
"nr02n","14202","36"
"ns15n","14619","6D"
"nzx3n","14992","62"
"nzxvn","15867","34"
"ne15n","16101","6D"
"nzx3n","16107","77"
"nzxvn","16836","31"
"nzxsn","18671","36"
"nzxsn","20381","31"
"n24zn","21861","31"
"nr32n","22480","35"
"n2s4n","22650","34"
"nr32n","22788","34"
"nr32n","23380","31"
"n2s4n","24467","6D"
"nr33n","31913","36"
"nv12n","33281","31"
"n2r4n","34261","36"
"nr34n","35556","31"
"nv22n","36508","62"
"nv34n","37005","31"
"nv22n","39211","34"
