"Car","Price","Colour"
"t271n","3147","34"
"t2con","4872","35"
"t2con","5038","31"
"t2con","5606","72"
"tlv1n","5692","35"
"t211n","5764","34"
"tsgtn","5985","32"
"ttr1n","6048","31"
"tlv1n","6549","31"
"tlvon","6647","62"
"ttr1n","6699","35"
"t285n","6783","62"
"tm2sn","7300","6D"
"t285n","7856","34"
"tlevn","8064","73"
"ttrnn","8136","65"
"tlevn","8142","6D"
"tlevn","8228","65"
"tlvon","8322","31"
"tstln","8599","62"
"tstln","8849","31"
"tspon","10679","62"
"t2crn","10852","34"
"tm2vn","12085","61"
"tceln","12448","31"
"tceln","12812","34"
"tmrln","15239","31"
"tcegn","15626","31"
"t2c3n","16149","71"
"t2a1n","16586","6D"
"tcegn","17064","34"
"t2a1n","17695","61"
"tmr2n","18786","31"
"tmr2n","19124","6D"
"tsoon","19270","34"
"tsoon","19930","36"
"tsprn","20362","36"
"tsonn","25169","31"
"tspnn","26991","31"
"tspnn","27494","36"
"t22gn","119118","62"
