"Car","Price","Colour"
"t2con","5351","72"
"t211n","5485","31"
"t211n","5658","37"
"t211n","5938","71"
"tlv1n","6459","35"
"t285n","6933","34"
"tlvon","7277","31"
"tm2sn","7556","61"
"ttrnn","7836","6D"
"ttrnn","8065","34"
"tm2sn","8906","34"
"tstln","8925","71"
"tstln","9816","34"
"tspon","10488","6C"
"texvn","10731","36"
"tspon","11496","32"
"texvn","11638","34"
"tceln","11768","71"
"tceln","12647","36"
"texvn","12712","31"
"t2crn","13046","31"
"tceln","13062","34"
"tmrln","15346","72"
"t2c3n","15444","6B"
"t2c3n","15475","31"
"tmrln","15507","31"
"t2spn","15549","72"
"tcegn","15572","31"
"tcegn","16533","71"
"tcegn","16723","34"
"tmr2n","16742","62"
"tsoon","18185","65"
"tmr2n","19307","34"
"tsprn","20205","31"
"tsonn","21836","71"
"tsonn","25439","6D"
"tspnn","26687","71"
"tspnn","27972","31"
"tspnn","29098","36"
"t22gn","109849","36"
