"Car","Price","Colour"
"nq13n","2322","34"
"nq13n","2702","62"
"nq23n","3279","31"
"nq13n","3344","6D"
"n2mtn","3366","71"
"nq23n","3899","72"
"nq23n","3984","36"
"ns13n","3984","61"
"npron","4139","36"
"ns13n","4212","36"
"nq23n","4244","68"
"nq23n","4760","62"
"nm32n","5079","6F"
"ns13n","5112","62"
"npron","5160","35"
"nm32n","5500","62"
"npron","5929","6C"
"ns23n","6331","31"
"ns23n","6458","72"
"nm32n","6652","36"
"ns23n","7195","36"
"nplon","7579","36"
"nprin","7873","6C"
"nprin","8485","62"
"ns23n","9020","61"
"nq14n","9225","36"
"nprin","9461","35"
"nq15n","10168","34"
"n180n","10449","35"
"nq15n","10606","73"
"n18nn","11611","75"
"n180n","12398","36"
"ns14n","12434","36"
"n18nn","12763","31"
"n231n","13628","71"
"nr02n","14757","36"
"nr02n","14851","35"
"nzxvn","14888","77"
"nzx3n","15571","77"
"n2ksn","15583","36"
"nr02n","15769","34"
"nzx2n","16534","77"
"nzx2n","18634","34"
"nzxsn","18832","34"
"nzxsn","18975","77"
"n280n","20318","36"
"n2s4n","24234","62"
"nr32n","26147","34"
"nr33n","30308","73"
"nr33n","31678","62"
"nv12n","32399","34"
"nr34n","33874","35"
"nv34n","35774","73"
"nr34n","36286","31"
