"Car","Price","Colour"
"t271n","3200","34"
"t261n","3742","6B"
"t2con","4470","62"
"tsgtn","4639","62"
"t2con","6208","72"
"ttr1n","6565","31"
"ttron","7183","62"
"tlvon","7670","31"
"ttrnn","7677","73"
"t285n","7913","31"
"ttrnn","8036","6D"
"tlevn","8096","65"
"tstln","8579","62"
"tceln","12379","62"
"tm2vn","12437","6D"
"tceln","12732","34"
"tceln","12827","36"
"tcegn","15389","31"
"tcegn","15624","62"
"tsoon","20170","62"
"tsoon","20346","34"
"tsonn","24108","71"
"tspnn","26045","62"
"tspnn","28024","34"
"t22gn","112057","36"
"t22gn","119498","34"
