"Car","Price","Colour"
"nq13n","2387","34"
"nq13n","2485","71"
"nq13n","2492","6C"
"nq13n","2642","62"
"n2mtn","3337","6E"
"n2mtn","3468","36"
"ns13n","3780","61"
"nq23n","3808","72"
"ns13n","3814","36"
"nq23n","3827","36"
"ns13n","4138","71"
"nq23n","4149","33"
"nq23n","4347","68"
"nq23n","4379","35"
"nm32n","5010","62"
"npron","5157","34"
"nm32n","5322","6F"
"nm32n","6647","34"
"n230n","6874","62"
"n432n","7517","36"
"nplon","7528","36"
"n230n","7916","34"
"nm32n","8420","37"
"nq14n","8489","71"
"nt32n","8769","35"
"nprin","9126","31"
"nq15n","9909","6D"
"ns14n","11600","70"
"n18nn","12168","62"
"n180n","12702","36"
"n18nn","12908","31"
"nq15n","13320","62"
"nt33n","13443","36"
"nr02n","14394","36"
"nt33n","14676","31"
"nt33n","14869","34"
"n2ksn","15033","73"
"nzx3n","15222","77"
"ns15n","15632","36"
"nzxvn","15795","34"
"nzxvn","15944","31"
"nzxvn","16054","62"
"nzx3n","16392","31"
"ns15n","16430","62"
"nzx2n","16573","77"
"nzx3n","16951","36"
"n2ksn","17093","36"
"nzx2n","17617","73"
"n2ksn","18098","62"
"nzx2n","18953","34"
"n24zn","21136","31"
"nr32n","23721","35"
"nn32n","29796","35"
"nv12n","29806","31"
"n2r4n","30396","77"
"nv33n","31885","77"
"nv33n","32297","73"
"nr34n","32467","77"
"n2sgn","34598","36"
"nv34n","37664","62"
"nv22n","41856","34"
