"Car","Price","Colour"
"nq13n","2712","6C"
"nq13n","3322","6D"
"n2mtn","3348","71"
"ns13n","3703","61"
"nq23n","3785","36"
"nq23n","4085","68"
"npron","5060","35"
"ns13n","5493","62"
"nm32n","6829","36"
"nplon","7282","35"
"ns23n","7353","6C"
"nprin","7369","71"
"n432n","7755","35"
"n230n","8195","31"
"n180n","8225","62"
"ns23n","8250","62"
"nm32n","8317","37"
"ns23n","8329","36"
"n432n","9026","6F"
"ns23n","9039","6D"
"nprin","9095","36"
"nq14n","9318","71"
"nt32n","9355","31"
"ns14n","11911","70"
"n180n","11970","31"
"ns14n","12225","62"
"nq15n","12766","31"
"n18nn","13551","34"
"nzxvn","13776","62"
"nzx3n","13800","62"
"ns14n","14517","34"
"ns14n","14568","71"
"ns15n","15293","34"
"ns15n","15491","31"
"nzxvn","15970","73"
"nzxsn","15999","62"
"nzx3n","16408","31"
"nzx3n","16720","31"
"nzxvn","17130","31"
"n2ksn","17805","76"
"nzx2n","18235","73"
"n280n","21636","36"
"n2s4n","25054","6D"
"n2s4n","25839","62"
"nr33n","29207","31"
"nr33n","30278","62"
"nr34n","31262","77"
"nv12n","31613","36"
"nv33n","32729","77"
"nv34n","32780","73"
"nv12n","32911","34"
"nv22n","33068","36"
"nv33n","34724","31"
"nv34n","36289","31"
"nv34n","38631","36"
