"Car","Price","Colour"
"nq13n","2521","6C"
"nq13n","2593","62"
"n2mtn","3149","71"
"nq13n","3294","6D"
"nq13n","3352","61"
"nq23n","3365","31"
"npron","3750","62"
"ns13n","3934","71"
"nq23n","4244","61"
"nq23n","4650","33"
"nm32n","5124","6D"
"npron","5192","35"
"nm32n","5296","6F"
"nm32n","5309","73"
"npron","5620","34"
"nm32n","6693","34"
"nprin","6971","71"
"nt32n","6982","73"
"nt32n","7554","34"
"nplon","7876","62"
"n432n","7917","31"
"n432n","8505","36"
"nq14n","9211","31"
"n180n","9664","35"
"n18sn","9677","36"
"n18sn","10002","34"
"n18sn","11442","62"
"ne14n","12247","62"
"n231n","12450","71"
"n18nn","12686","31"
"ns14n","13343","34"
"ne14n","13471","31"
"n18nn","14058","34"
"nt33n","14612","34"
"ns15n","14900","36"
"nr02n","15154","62"
"ne15n","15389","34"
"nzxvn","15508","31"
"nr02n","15780","36"
"nzxsn","17137","6D"
"nzxvn","18031","6D"
"nzx2n","18219","31"
"n280n","18827","62"
"n24zn","21650","31"
"n280n","21936","34"
"nr33n","28341","34"
"nn32n","29758","35"
"n2sgn","30863","31"
"nv12n","31248","36"
"nv12n","31259","31"
"nv33n","32557","77"
"n2r4n","33178","35"
"nv33n","33336","73"
"nr34n","33432","62"
"nv22n","33845","35"
"n271n","33901","62"
"n271n","34692","31"
"nv33n","35168","62"
"nv34n","36182","34"
"nv22n","41875","34"
"nv22n","44752","31"
