"Car","Price","Colour"
"nq13n","2434","34"
"nq13n","2503","6C"
"nq13n","2534","71"
"nq13n","2589","36"
"n2mtn","3453","6E"
"n2mtn","3506","36"
"npron","4025","36"
"nq23n","4081","71"
"nq23n","4492","6D"
"nq23n","4720","62"
"nm32n","4775","6D"
"npron","5148","35"
"nm32n","6291","34"
"ns23n","6977","72"
"ns23n","7167","36"
"n432n","7703","36"
"n432n","7877","31"
"nq14n","8360","36"
"n432n","8384","35"
"ns23n","8849","35"
"nq14n","9008","34"
"nq14n","9220","71"
"n180n","10179","35"
"n180n","10858","31"
"n18sn","11506","34"
"nq15n","11550","36"
"nq15n","11930","31"
"n231n","12979","71"
"ns14n","13252","62"
"n18nn","13356","75"
"n18nn","13757","31"
"nt33n","14249","73"
"nzxvn","15792","36"
"n2ksn","15915","36"
"nzx3n","15940","77"
"nzxvn","15996","62"
"n2ksn","16045","76"
"nr02n","16250","36"
"n2ksn","16339","31"
"nzx2n","18775","31"
"nzxsn","19092","77"
"n24zn","23944","62"
"n2s4n","24103","6D"
"n2s4n","24300","70"
"n2s4n","25036","31"
"nv12n","30905","62"
"nr33n","31653","36"
"nv12n","31733","73"
"nr33n","32769","31"
"nv22n","33266","35"
"nv33n","33387","77"
"n2r4n","33879","31"
"n2sgn","34027","34"
"nv22n","35571","73"
"nr34n","35708","62"
"nv22n","36155","36"
"nr34n","36848","31"
"nv34n","36893","34"
"nv22n","41182","31"
