"Car","Price","Colour"
"a2bin","2844","70"
"a2bsn","4627","36"
"a2bsn","5257","62"
"a2bsn","5442","31"
"a2bsn","5526","71"
"an16n","5684","34"
"av16n","6729","6D"
"altsn","6977","34"
"av16n","7086","36"
"afr7n","7160","62"
"altsn","7339","62"
"altsn","7665","36"
"aminn","7719","36"
"as16n","7746","36"
"adlxn","8044","6D"
"a2azn","8455","62"
"altsn","8508","70"
"adgln","8914","6B"
"afc7n","8924","36"
"amisn","9307","36"
"ademn","9407","63"
"a2bgn","9742","36"
"ademn","9840","72"
"a2aan","10892","71"
"a2bgn","10938","31"
"a2spn","16723","6D"
"afx7n","18495","62"
"afo7n","20013","68"
"acoen","21066","34"
"afx7n","21126","36"
"afx7n","21262","34"
"a2rsn","22129","36"
"a2rrn","29077","68"
