"Car","Price","Colour"
"nq13n","2506","71"
"nq13n","2564","62"
"nq13n","2684","36"
"n2mtn","3260","31"
"npron","3862","62"
"nq23n","4114","36"
"nq23n","4288","61"
"nm32n","4696","6F"
"nm32n","4745","6D"
"nq23n","4856","62"
"ns13n","4857","6D"
"npron","5630","31"
"nm32n","6286","34"
"n432n","7312","36"
"ns23n","7380","36"
"nprin","7487","6C"
"nt32n","7507","6F"
"n180n","7520","62"
"n230n","7676","31"
"n432n","7728","35"
"nplon","7927","36"
"n432n","7965","31"
"ns23n","8607","61"
"nq14n","8682","71"
"nq14n","8709","31"
"nq14n","8991","34"
"nm32n","9084","31"
"nq14n","9501","70"
"nq15n","10144","6D"
"n18sn","10501","62"
"n18nn","11518","36"
"nq15n","13069","31"
"ns15n","13678","34"
"nt33n","13881","35"
"ns14n","14065","71"
"nzxvn","14999","77"
"nzxvn","15295","62"
"nzx3n","15311","31"
"nr02n","15369","34"
"n2ksn","15730","62"
"ns15n","15967","6D"
"nzx3n","16102","73"
"nzx3n","16139","34"
"nzxvn","16464","77"
"nzxvn","17335","6D"
"nzx2n","18654","73"
"nzx2n","19129","6D"
"nzxsn","20360","31"
"n2s4n","21158","34"
"nr32n","24111","34"
"nr32n","28056","31"
"nr33n","29168","35"
"nr33n","29633","34"
"nv12n","30110","6F"
"nv12n","31957","36"
"nv33n","33006","31"
"n2sgn","34562","36"
"nv22n","35080","36"
"nv33n","35102","36"
"nr34n","35735","31"
"nv22n","37915","6F"
"nv22n","41018","31"
