"Car","Price","Colour"
"s2v4n","8586","31"
"s2vin","8822","34"
"slgwn","13101","73"
"slgwn","13123","34"
"slgwn","13216","65"
"sipwn","13309","34"
"sipcn","14740","34"
"slgbn","15502","73"
"sipsn","17221","31"
"siptn","17975","34"
"slgbn","18010","65"
"s2wwn","18141","34"
"slgbn","18283","34"
"siprn","18327","31"
"s2wwn","18940","73"
"sipbn","19038","70"
"slgbn","19261","68"
"sipbn","19479","34"
"sipdn","19760","31"
"slgan","21295","65"
"ssv4n","21698","34"
"s2w4n","22672","31"
"s2w5n","24897","31"
"s2w5n","25253","62"
"s2w5n","25925","36"
"s2i5n","26492","31"
