"Car","Price","Colour"
"nq13n","2499","71"
"nq13n","2661","62"
"nq13n","2724","6C"
"n2mtn","3172","31"
"ns13n","3530","34"
"nq23n","3976","61"
"nq23n","3996","36"
"nq23n","4052","68"
"npron","4198","36"
"nq23n","4489","35"
"nm32n","5244","62"
"npron","5624","34"
"nm32n","6479","36"
"ns23n","7030","71"
"nt32n","8051","34"
"nt32n","8119","6F"
"nprin","8516","62"
"nprin","8741","36"
"nprin","9041","31"
"nprin","9346","34"
"ns23n","9411","6D"
"nt32n","10437","31"
"nq15n","10562","34"
"n18sn","11406","75"
"n231n","12304","71"
"n180n","12779","36"
"n231n","13215","71"
"nt33n","13237","31"
"nt33n","13770","36"
"nt33n","13981","73"
"nax3n","14123","62"
"nax3n","14909","31"
"nt33n","15091","34"
"nzx3n","15671","62"
"nzx2n","16034","77"
"nzx2n","16039","62"
"naxsn","16289","62"
"nzxsn","17080","62"
"naxsn","17223","34"
"naxsn","17864","36"
"n280n","20514","36"
"nr32n","21253","36"
"n2s4n","21337","71"
"nr33n","29204","77"
"nr34n","32408","34"
"nv33n","33651","31"
"nr34n","33836","62"
"nv22n","34353","62"
"n2r4n","34624","31"
"n2r4n","34645","62"
"n2sgn","35816","34"
"nr34n","36426","31"
"nv22n","41175","34"
