"Car","Price","Colour"
"nq13n","2688","36"
"n2mtn","3250","31"
"n2mtn","3254","36"
"n2mtn","3301","6E"
"nq23n","3955","71"
"nq23n","4017","72"
"nq23n","4414","68"
"nq23n","4583","62"
"npron","4637","36"
"nq23n","4649","33"
"ns13n","5518","62"
"n230n","7196","31"
"n180n","7892","62"
"nq14n","8820","31"
"nq14n","8979","71"
"nq14n","9035","36"
"ns23n","9041","33"
"nprin","9281","34"
"nq14n","9984","34"
"n18sn","10269","31"
"ns14n","12323","70"
"n180n","12438","36"
"ns14n","13174","71"
"n18nn","13936","75"
"ns14n","14450","34"
"nt33n","15062","35"
"ns15n","15221","34"
"n2ksn","15359","76"
"nr02n","15408","35"
"nzxvn","15980","34"
"ns15n","16195","31"
"nzx2n","16292","62"
"nzxsn","16368","62"
"nzxsn","16837","34"
"nzx3n","17119","31"
"nzxsn","17289","34"
"nzxvn","17368","73"
"nzxvn","17897","6D"
"n2ksn","18015","62"
"nzx2n","18768","73"
"nzxsn","18803","31"
"n280n","19770","62"
"n2s4n","22546","34"
"nr32n","24789","62"
"n2s4n","25100","31"
"nr32n","25486","31"
"n2s4n","26377","6D"
"nr33n","28503","35"
"nr33n","30074","34"
"n2r4n","31878","73"
"nv33n","34224","31"
"nv33n","34394","77"
"nv34n","37300","31"
