"Car","Price","Colour"
"nq13n","2452","65"
"nq13n","2531","6C"
"nq13n","2592","71"
"nq13n","3333","6D"
"n2mtn","3450","36"
"ns13n","3954","71"
"ns13n","3971","61"
"nq23n","4144","62"
"nq23n","4290","71"
"nq23n","4510","6D"
"nq23n","4579","33"
"nq23n","4658","35"
"n432n","5223","34"
"ns23n","6487","71"
"nplon","7413","36"
"nprin","7447","62"
"n230n","7549","31"
"nt32n","7766","62"
"ns23n","8016","35"
"ns23n","8428","62"
"nq14n","9736","70"
"n180n","10311","31"
"n180n","10346","35"
"n18sn","11199","31"
"nq15n","12572","62"
"nt33n","13304","36"
"nt33n","14534","34"
"ns15n","14539","36"
"n2ksn","15055","34"
"n2ksn","16322","31"
"nzx3n","16359","6D"
"nzx3n","16528","31"
"nzx3n","16623","36"
"nzx2n","16788","62"
"nzxvn","17036","36"
"nzx2n","17184","6D"
"n2ksn","17979","76"
"nzxsn","18812","34"
"nzxsn","19242","34"
"n280n","19928","34"
"nr32n","20973","73"
"n2s4n","22435","34"
"nr32n","22776","36"
"n2s4n","24284","31"
"nn32n","27106","35"
"nr32n","29056","31"
"nr33n","30229","62"
"nr33n","31475","36"
"n271n","33348","62"
"nv33n","35555","31"
"nr34n","36175","31"
"nv34n","36929","34"
"nv22n","38584","6F"
"nv34n","38709","36"
"nv22n","39567","73"
