"Car","Price","Colour"
"nq13n","2378","71"
"nq13n","2632","6C"
"n2mtn","3187","31"
"nq13n","3370","6D"
"n2mtn","3430","36"
"n2mtn","3456","6E"
"nq23n","3647","61"
"ns13n","3714","61"
"nq23n","3965","68"
"npron","4102","36"
"nq23n","4749","6D"
"nq23n","4871","62"
"npron","5352","6C"
"ns23n","6582","31"
"nplon","7632","62"
"n432n","7720","35"
"n230n","7722","31"
"n180n","8200","62"
"ns23n","8538","68"
"ns23n","8539","33"
"nt32n","8918","33"
"n432n","9429","6F"
"n180n","10649","36"
"nq15n","10790","34"
"nq15n","11285","31"
"n18nn","12297","36"
"n18nn","12428","31"
"ne14n","12740","71"
"n18nn","12760","75"
"n231n","13472","71"
"ns15n","13553","34"
"ns15n","13702","31"
"ns14n","14003","31"
"n18nn","14044","34"
"ne14n","14256","31"
"n2ksn","15424","76"
"n2ksn","15476","34"
"nzxvn","15678","73"
"ns15n","15720","36"
"nzxvn","15833","62"
"nzx3n","16467","73"
"n2ksn","17126","62"
"nzx2n","17750","6D"
"nzxsn","19178","31"
"n2s4n","22375","34"
"n2s4n","26700","62"
"nr33n","29640","77"
"nr33n","29788","31"
"nv12n","31258","35"
"nr33n","31769","36"
"nv34n","33977","73"
"nr34n","34236","73"
"nv22n","34771","35"
"n2r4n","34889","31"
"nv22n","44519","31"
