"Car","Price","Colour"
"nq13n","2403","71"
"n2mtn","3288","71"
"n2mtn","3346","36"
"nq23n","3886","61"
"nq23n","4262","72"
"nq23n","4269","62"
"npron","4336","71"
"nq23n","4520","6C"
"nm32n","4991","62"
"ns13n","5308","62"
"nm32n","5571","6F"
"nm32n","5616","6D"
"nprin","7522","6C"
"n432n","7865","31"
"n432n","8083","36"
"nplon","8146","31"
"nt32n","8159","36"
"nt32n","8426","62"
"nt32n","8592","6F"
"ns23n","8807","35"
"n230n","8859","34"
"ns23n","8981","61"
"nprin","9285","35"
"n180n","11712","31"
"nq15n","11838","31"
"n18nn","11991","31"
"n18nn","13197","62"
"n231n","14274","71"
"ns15n","15696","34"
"nzx2n","16091","77"
"nzxsn","16352","6D"
"nzx3n","16413","34"
"nzxsn","16620","62"
"nzxvn","16868","6D"
"n2ksn","17364","73"
"nzx2n","17681","34"
"nzx2n","19326","36"
"nr32n","23040","73"
"n24zn","23947","63"
"n2s4n","24355","31"
"nr32n","24902","31"
"nv12n","29605","6F"
"n2sgn","31273","31"
"nv33n","31752","77"
"nv12n","32621","73"
"nv22n","33029","36"
"n271n","34104","62"
"nv33n","34311","36"
"nv22n","37336","34"
