"Car","Price","Colour"
"nq13n","2376","34"
"nq13n","2487","65"
"nq13n","2507","62"
"nq13n","2760","36"
"n2mtn","3163","31"
"nq23n","3451","31"
"n2mtn","3547","36"
"nq23n","3958","61"
"nq23n","4076","68"
"nq23n","4190","6C"
"nq23n","4215","71"
"ns13n","5012","6D"
"n432n","5748","34"
"n432n","5809","73"
"ns23n","6349","31"
"nm32n","6462","36"
"nplon","7495","36"
"n180n","7620","62"
"nplon","7833","62"
"nt32n","7888","36"
"nt32n","7951","35"
"nt32n","8155","62"
"nt32n","8375","73"
"n432n","8486","35"
"nq14n","8701","62"
"ns23n","8801","35"
"nprin","9118","31"
"nq14n","9720","31"
"nq14n","9764","34"
"nt33n","11237","62"
"n231n","11969","71"
"ns14n","12234","70"
"n231n","14138","71"
"naxvn","14175","77"
"n18nn","14260","34"
"nzxvn","14332","77"
"nt33n","14412","31"
"nzx3n","14475","62"
"ns15n","14744","34"
"n2ksn","15124","34"
"nzx3n","15371","73"
"n2ksn","15848","62"
"naxvn","15916","62"
"nzxsn","16208","6D"
"naxvn","16645","6D"
"nzxvn","16877","34"
"nzxsn","17005","73"
"naxsn","17461","36"
"naxvn","17841","36"
"naxsn","18974","6D"
"nzxsn","19103","36"
"nzxsn","19581","34"
"n2s4n","21214","34"
"nr32n","21517","35"
"n280n","21879","36"
"n2s4n","22566","71"
"n24zn","23408","62"
"nr33n","28974","35"
"nv12n","32051","73"
"nv33n","33144","31"
"nr34n","33905","62"
"n2r4n","34572","31"
"n2sgn","35283","34"
"nv22n","37147","62"
"nv22n","39701","31"
