"Car","Price","Colour"
"nq13n","2518","34"
"nq13n","2570","36"
"nq13n","2570","62"
"nq13n","2707","6C"
"n2mtn","3360","71"
"n2mtn","3414","36"
"ns13n","3488","65"
"ns13n","3553","34"
"ns13n","3846","61"
"nq23n","3931","61"
"npron","4298","36"
"nq23n","4438","35"
"nq23n","4581","62"
"nq23n","4707","6D"
"npron","5137","35"
"nm32n","5184","6F"
"n432n","5420","73"
"nm32n","5671","6D"
"ns13n","5823","62"
"n230n","6179","62"
"nm32n","6570","34"
"ns23n","6866","71"
"nt32n","7753","6F"
"n180n","7812","62"
"ns23n","8054","61"
"n432n","8474","6F"
"nprin","8516","62"
"nt32n","9575","31"
"n18sn","11219","62"
"n18nn","12218","31"
"n231n","12433","71"
"ns14n","12677","31"
"n180n","12680","36"
"ns14n","12685","62"
"nr02n","15931","36"
"nzx2n","16391","62"
"nr02n","16415","35"
"nzxvn","16736","34"
"n2ksn","17272","73"
"nzxsn","17624","36"
"nzxsn","19258","77"
"n280n","20853","31"
"n280n","22301","73"
"nr32n","26708","31"
"nr33n","29022","77"
"nn32n","29658","35"
"nr33n","31519","31"
"nv33n","32909","31"
"n271n","34671","34"
"nv34n","34941","73"
"nr34n","35088","62"
