"Car","Price","Colour"
"t271n","2763","62"
"t271n","3204","34"
"tsgtn","4566","36"
"t2con","5218","65"
"t211n","5358","31"
"ttr1n","5624","62"
"t2con","5927","72"
"t211n","6042","34"
"tlv1n","6392","31"
"tlvon","7135","31"
"ttron","7810","31"
"ttrnn","8362","65"
"tstln","8561","71"
"ttrnn","8743","31"
"tspon","9467","36"
"tstln","10037","34"
"tspon","10210","71"
"t2crn","10370","62"
"texvn","11141","6C"
"texvn","11486","34"
"tspon","11528","62"
"tceln","11721","71"
"tspon","11760","31"
"tcegn","14238","62"
"tsorn","14809","71"
"tcegn","15370","36"
"t2spn","16350","31"
"t2a1n","16855","6D"
"tcegn","17181","71"
"tmr2n","17657","62"
"tsprn","19273","31"
"tmr2n","19612","34"
"tsoon","19984","6D"
"tsonn","23846","6D"
"tspnn","24471","6D"
"t22gn","119107","62"
