"Car","Price","Colour"
"nq13n","2397","65"
"n2mtn","3134","31"
"n2mtn","3367","6E"
"nq23n","3493","31"
"ns13n","3900","36"
"nq23n","4470","62"
"npron","4472","35"
"nq23n","5001","35"
"nm32n","5024","6F"
"ns23n","6367","71"
"ns23n","6591","72"
"nprin","7119","71"
"nprin","7425","6C"
"n180n","7793","62"
"nt32n","7859","34"
"ns23n","8083","62"
"nt32n","8519","35"
"n432n","8538","35"
"nq14n","8587","62"
"nt32n","8828","6D"
"ns23n","9150","35"
"nm32n","9317","31"
"n18sn","10478","36"
"n18sn","10817","62"
"n180n","11547","36"
"nzxvn","14493","62"
"n231n","14569","34"
"nt33n","14764","36"
"nr02n","15032","36"
"ns15n","15272","73"
"ns15n","16329","31"
"nzx3n","16408","6D"
"nzxvn","16427","62"
"nzxvn","16638","6D"
"nzx3n","17598","34"
"nzx2n","17917","6D"
"nzxsn","17982","31"
"nzx2n","18168","34"
"nzxsn","19480","34"
"n2s4n","21272","34"
"nr32n","21941","36"
"nr32n","22432","62"
"n2s4n","24027","31"
"nr33n","30284","34"
"nv12n","30602","73"
"n2r4n","30980","73"
"nv12n","31570","6F"
"nr33n","32714","36"
"nv12n","32755","31"
"nv34n","33719","77"
"nv33n","35136","34"
"n2sgn","36185","34"
"nv22n","43987","31"
