"Car","Price","Colour"
"nq13n","2523","6C"
"n2mtn","3106","31"
"n2mtn","3394","6E"
"ns13n","3863","36"
"nq23n","4025","72"
"nq23n","4257","6D"
"npron","4473","35"
"ns13n","4676","6C"
"nq23n","4843","62"
"ns13n","5008","6D"
"nplon","7269","35"
"ns23n","7621","6C"
"nt32n","7873","6F"
"ns23n","7880","36"
"nm32n","8006","37"
"nt32n","8173","33"
"ns23n","8259","62"
"ns23n","8313","68"
"n432n","8876","6F"
"n18sn","10081","75"
"n18sn","10200","34"
"n18sn","10244","62"
"nq14n","10316","31"
"nprin","10661","34"
"n180n","11436","31"
"ne14n","12703","31"
"nt33n","12875","34"
"n231n","14569","71"
"nt33n","14644","31"
"n18nn","14693","34"
"nr02n","15282","34"
"n2ksn","15397","73"
"ne15n","15803","36"
"n2ksn","15957","76"
"nzxvn","16581","77"
"nzxvn","17433","73"
"nzx3n","17564","6D"
"nzx2n","18100","34"
"nzx2n","18180","6D"
"nzx2n","18758","73"
"nr32n","21717","36"
"nr32n","23992","62"
"nr32n","26266","31"
"nv12n","30140","35"
"nv12n","31325","6F"
"n2r4n","31670","34"
"nr34n","32744","73"
"nv22n","33173","36"
"nv33n","33687","34"
"nr34n","33944","34"
"n2sgn","35972","34"
"nv22n","36585","73"
